,target,state_var,test_score,train_mean,train_std,cv_mean,cv_std,strategy,dataset
78,output_E,state_psi_head,-0.3333306255051609,-0.3086033743429089,0.0018375706416681873,-0.4219926327364094,0.18039064468882707,LeaveOneOut,HydroShoot_large
79,output_Tleaf,state_psi_head,-0.3408317181154529,-0.3432325021022447,0.0032351921004706075,-0.6688995645810654,0.5976102409471593,LeaveOneOut,HydroShoot_large
80,input_Tac,state_u,-0.9409993556804063,-0.9536856047190898,0.0035276516827217846,-2.4330029936251774,3.9455969789562713,LeaveOneOut,HydroShoot_large
81,input_u,state_u,-0.2805161518645757,-0.2965738064491137,0.0031292096892262785,-0.44103035668872786,0.2730932682075597,LeaveOneOut,HydroShoot_large
82,input_hs,state_u,-1.0610484628820747,-0.9542384429411013,0.003410004404711038,-4.506407384310882,10.794481683206206,LeaveOneOut,HydroShoot_large
83,input_Rg,state_u,-0.9611068820091877,-0.9538871584974079,0.0022003964682682413,-1.7820034141560799,3.2831709130314755,LeaveOneOut,HydroShoot_large
84,output_Rg,state_u,-0.9855447255708074,-0.9751618331955662,0.0016507744385899216,-1.627273746749353,2.4600173234074867,LeaveOneOut,HydroShoot_large
85,output_An,state_u,-0.9697454835863137,-0.9407989869945278,0.002480794205670787,-1.0350803002813738,0.18069590449472125,LeaveOneOut,HydroShoot_large
86,output_E,state_u,-0.9509268627725572,-0.9378630140245773,0.0022526548554878,-1.5103212556586905,1.7293657541376453,LeaveOneOut,HydroShoot_large
87,output_Tleaf,state_u,-0.919349251797542,-0.9385692041594237,0.0036279873062712155,-1.9344244554676848,2.5373895525757675,LeaveOneOut,HydroShoot_large
