,target_id,reservoir_id,dataset_id,benchmark,exponent,test_score,train_mean,train_std,cv_mean,cv_std
34,input_air_temperature,state__Ts,NEMA_combined,polynomial,8,-0.4471909506833287,-0.24248668984323682,0.008416544416315574,-112.43696486251136,322.8719795935885
35,input_air_temperature,state__Ts,NEMA_combined,polynomial,9,-0.5446137699141497,-0.2733795051745437,0.008919382606580598,-350.9408705106838,1128.7530712280193
36,input_air_temperature,state__gs,NEMA_combined,polynomial,1,-0.4406547546899572,-0.36116659273609686,0.013532738954203035,-1.4591294087996798,1.3576587228323684
37,input_air_temperature,state__gs,NEMA_combined,polynomial,2,-0.4052333463807799,-0.3334080669499269,0.014674993198844214,-1.785882296217315,2.11593858713606
38,input_air_temperature,state__gs,NEMA_combined,polynomial,3,-0.39696127324406716,-0.32735362626456177,0.014917394485363802,-2.5561120214662827,3.5944541470981517
39,input_air_temperature,state__gs,NEMA_combined,polynomial,4,-0.4093293041797933,-0.33752688445657164,0.014376620382026148,-4.324732502138472,6.73887059222855
40,input_air_temperature,state__gs,NEMA_combined,polynomial,5,-0.44888380725596283,-0.36694381554674904,0.01385431598500947,-8.650306369898948,14.708008028403952
41,input_air_temperature,state__gs,NEMA_combined,polynomial,6,-0.6127954284030267,-0.5065557128379801,0.0175492127351344,-18.98139057906821,30.639424771340288
42,input_air_temperature,state__gs,NEMA_combined,polynomial,7,-0.6433781109637232,-0.5363858119977019,0.018101576283544564,-40.79207526512358,74.18042221492037
43,input_air_temperature,state__gs,NEMA_combined,polynomial,8,-0.6617426486450262,-0.5927885065986235,0.017772428304463708,-95.38366220842042,213.98410279397908
44,input_air_temperature,state__gs,NEMA_combined,polynomial,9,-0.671623048945164,-0.6283076888182642,0.01731509968097004,-243.03909038576927,652.2035209550455
45,input_air_temperature,state__Ag,NEMA_combined,polynomial,1,-0.4950887619512401,-0.41009236517505315,0.010248677843944773,-1.840566571446134,1.8414614853753297
46,input_air_temperature,state__Ag,NEMA_combined,polynomial,2,-0.44308918725023094,-0.35647860730218833,0.009654842765509347,-2.1713892348093866,2.8412223461374433
47,input_air_temperature,state__Ag,NEMA_combined,polynomial,3,-0.4104102398135403,-0.3216130999429352,0.009338310148379188,-2.8688881232014243,4.575244863455201
48,input_air_temperature,state__Ag,NEMA_combined,polynomial,4,-0.3923652417364798,-0.3045903368737296,0.009756108000762195,-4.21650136215495,7.672790400357543
49,input_air_temperature,state__Ag,NEMA_combined,polynomial,5,-0.3850693788094723,-0.30238039954548723,0.011124921934636474,-6.873220348044501,13.550775154392124
50,input_air_temperature,state__Ag,NEMA_combined,polynomial,6,-0.3861415681679057,-0.3112484346582668,0.013277523155396764,-12.425696563507847,25.612298533687735
51,input_air_temperature,state__Ag,NEMA_combined,polynomial,7,-0.3944873885865971,-0.32772651043140866,0.015888261702938843,-24.9365399266919,52.90147848600245
52,input_air_temperature,state__Ag,NEMA_combined,polynomial,8,-0.40987166851875995,-0.34903392882489437,0.018669965663389056,-55.50606831160171,122.06687877814983
53,input_air_temperature,state__Ag,NEMA_combined,polynomial,9,-0.4325566993089026,-0.3731287631521914,0.021425597773280406,-136.34829951874397,318.5798584178584
54,input_air_temperature,state__Tr,NEMA_combined,polynomial,1,-0.24269841994311203,-0.16326883107986623,0.008297391399958184,-0.8242426532519291,0.8163570637857814
55,input_air_temperature,state__Tr,NEMA_combined,polynomial,2,-0.17245211347605863,-0.1092943613679147,0.0069095077266705515,-0.7869523802732362,0.858953729922908
56,input_air_temperature,state__Tr,NEMA_combined,polynomial,3,-0.13295563772660365,-0.07943355441165265,0.005866570074679937,-0.8410861442118254,1.0592432142453982
